id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
48;Phishing por e-mail;Convite de reunião;Médio;Durante a rotina de trabalho, você recebe convite de reunião com link para baixar um plugin obrigatório.;Qual resposta mantém o processo corporativo seguro?;Inserir login e senha para liberar o suposto documento.;Aprovar o pedido porque menciona nota fiscal ou cobrança.;Responder rapidamente para não atrasar a operação.;Confirmar se a reunião existe no calendário oficial antes de baixar qualquer item.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: download de plugin por convite inesperado.;download de plugin por convite inesperado;Alerta Laranja;15;45;sim
49;Phishing por e-mail;Convite de reunião;Difícil;Em um atendimento interno, você recebe convite de reunião com link para baixar um plugin obrigatório.;O que o colaborador deve fazer para evitar o golpe?;Responder rapidamente para não atrasar a operação.;Confirmar se a reunião existe no calendário oficial antes de baixar qualquer item.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: download de plugin por convite inesperado.;download de plugin por convite inesperado;Alerta Vermelho;20;60;sim
50;Phishing por e-mail;Convite de reunião;Difícil;Você está analisando uma solicitação: você recebe convite de reunião com link para baixar um plugin obrigatório.;Qual decisão demonstra melhor comportamento de segurança?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Confirmar se a reunião existe no calendário oficial antes de baixar qualquer item.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: download de plugin por convite inesperado.;download de plugin por convite inesperado;Alerta Vermelho;20;60;sim
51;Phishing por e-mail;Assinatura clonada;Fácil;Um e-mail usa assinatura parecida com a de um fornecedor, mas pede alteração de dados bancários.;Qual é a atitude mais segura nessa situação?;Aprovar o pedido porque menciona nota fiscal ou cobrança.;Validar alteração por processo financeiro oficial e contato cadastrado.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: assinatura copiada + mudança sensível.;assinatura copiada + mudança sensível;Alerta Amarelo;10;35;sim
52;Phishing por e-mail;Assinatura clonada;Médio;No ambiente corporativo, um e-mail usa assinatura parecida com a de um fornecedor, mas pede alteração de dados bancários.;Antes de seguir, qual ação reduz melhor o risco?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Validar alteração por processo financeiro oficial e contato cadastrado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: assinatura copiada + mudança sensível.;assinatura copiada + mudança sensível;Alerta Laranja;15;45;sim
53;Phishing por e-mail;Assinatura clonada;Médio;Durante a rotina de trabalho, um e-mail usa assinatura parecida com a de um fornecedor, mas pede alteração de dados bancários.;Qual resposta mantém o processo corporativo seguro?;Compartilhar as informações pedidas para ganhar tempo.;Validar alteração por processo financeiro oficial e contato cadastrado.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: assinatura copiada + mudança sensível.;assinatura copiada + mudança sensível;Alerta Laranja;15;45;sim
54;Phishing por e-mail;Assinatura clonada;Difícil;Em um atendimento interno, um e-mail usa assinatura parecida com a de um fornecedor, mas pede alteração de dados bancários.;O que o colaborador deve fazer para evitar o golpe?;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Validar alteração por processo financeiro oficial e contato cadastrado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: assinatura copiada + mudança sensível.;assinatura copiada + mudança sensível;Alerta Vermelho;20;60;sim
55;Phishing por e-mail;Assinatura clonada;Difícil;Você está analisando uma solicitação: um e-mail usa assinatura parecida com a de um fornecedor, mas pede alteração de dados bancários.;Qual decisão demonstra melhor comportamento de segurança?;Assumir que é seguro porque a mensagem parece profissional.;Validar alteração por processo financeiro oficial e contato cadastrado.;Baixar o anexo e abrir para confirmar o conteúdo.;Clicar no link para verificar se a página parece legítima.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: assinatura copiada + mudança sensível.;assinatura copiada + mudança sensível;Alerta Vermelho;20;60;sim
56;Phishing por e-mail;Arquivo de currículo;Fácil;Um currículo chega em formato executável ou com macro habilitada.;Qual é a atitude mais segura nessa situação?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Não abrir o arquivo e encaminhar para análise conforme política interna.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: arquivo executável/macro em anexo.;arquivo executável/macro em anexo;Alerta Amarelo;10;35;sim
57;Phishing por e-mail;Arquivo de currículo;Médio;No ambiente corporativo, um currículo chega em formato executável ou com macro habilitada.;Antes de seguir, qual ação reduz melhor o risco?;Fazer o procedimento fora do canal corporativo autorizado.;Não abrir o arquivo e encaminhar para análise conforme política interna.;Assumir que é seguro porque a mensagem parece profissional.;Baixar o anexo e abrir para confirmar o conteúdo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: arquivo executável/macro em anexo.;arquivo executável/macro em anexo;Alerta Laranja;15;45;sim
58;Phishing por e-mail;Arquivo de currículo;Médio;Durante a rotina de trabalho, um currículo chega em formato executável ou com macro habilitada.;Qual resposta mantém o processo corporativo seguro?;Baixar o anexo e abrir para confirmar o conteúdo.;Clicar no link para verificar se a página parece legítima.;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Não abrir o arquivo e encaminhar para análise conforme política interna.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: arquivo executável/macro em anexo.;arquivo executável/macro em anexo;Alerta Laranja;15;45;sim
59;Phishing por e-mail;Arquivo de currículo;Difícil;Em um atendimento interno, um currículo chega em formato executável ou com macro habilitada.;O que o colaborador deve fazer para evitar o golpe?;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Não abrir o arquivo e encaminhar para análise conforme política interna.;Inserir login e senha para liberar o suposto documento.;Aprovar o pedido porque menciona nota fiscal ou cobrança.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: arquivo executável/macro em anexo.;arquivo executável/macro em anexo;Alerta Vermelho;20;60;sim
60;Phishing por e-mail;Arquivo de currículo;Difícil;Você está analisando uma solicitação: um currículo chega em formato executável ou com macro habilitada.;Qual decisão demonstra melhor comportamento de segurança?;Aprovar o pedido porque menciona nota fiscal ou cobrança.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Não abrir o arquivo e encaminhar para análise conforme política interna.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: arquivo executável/macro em anexo.;arquivo executável/macro em anexo;Alerta Vermelho;20;60;sim
61;Phishing por e-mail;Campanha promocional;Fácil;Um e-mail promete brinde para colaboradores que informarem dados corporativos.;Qual é a atitude mais segura nessa situação?;Clicar no link para verificar se a página parece legítima.;Desconfiar da oferta e confirmar com comunicação interna antes de responder.;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Inserir login e senha para liberar o suposto documento.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: benefício inesperado em troca de dados.;benefício inesperado em troca de dados;Alerta Amarelo;10;35;sim
62;Phishing por e-mail;Campanha promocional;Médio;No ambiente corporativo, um e-mail promete brinde para colaboradores que informarem dados corporativos.;Antes de seguir, qual ação reduz melhor o risco?;Inserir login e senha para liberar o suposto documento.;Aprovar o pedido porque menciona nota fiscal ou cobrança.;Responder rapidamente para não atrasar a operação.;Desconfiar da oferta e confirmar com comunicação interna antes de responder.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: benefício inesperado em troca de dados.;benefício inesperado em troca de dados;Alerta Laranja;15;45;sim
63;Phishing por e-mail;Campanha promocional;Médio;Durante a rotina de trabalho, um e-mail promete brinde para colaboradores que informarem dados corporativos.;Qual resposta mantém o processo corporativo seguro?;Responder rapidamente para não atrasar a operação.;Desconfiar da oferta e confirmar com comunicação interna antes de responder.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: benefício inesperado em troca de dados.;benefício inesperado em troca de dados;Alerta Laranja;15;45;sim
64;Phishing por e-mail;Campanha promocional;Difícil;Em um atendimento interno, um e-mail promete brinde para colaboradores que informarem dados corporativos.;O que o colaborador deve fazer para evitar o golpe?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Desconfiar da oferta e confirmar com comunicação interna antes de responder.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: benefício inesperado em troca de dados.;benefício inesperado em troca de dados;Alerta Vermelho;20;60;sim
